,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
3524,West Coast,19,Home,130,2013-08-03,Saturday,3.0,Subiaco,32140,2013,Gold Coast,Win,11
3525,Gold Coast,19,Away,113,2013-08-03,Saturday,3.0,Subiaco,32140,2013,West Coast,Win,14
3526,Carlton,19,Home,80,2013-08-03,Saturday,8.0,Docklands,30457,2013,Fremantle,Loss,9
3527,Fremantle,19,Away,116,2013-08-03,Saturday,8.0,Docklands,30457,2013,Carlton,Win,4
3528,Brisbane Lions,19,Home,108,2013-08-03,Saturday,8.0,Gabba,19856,2013,St Kilda,Win,12
3529,St Kilda,19,Away,77,2013-08-03,Saturday,8.0,Gabba,19856,2013,Brisbane Lions,Loss,16
3530,Western Bulldogs,19,Home,99,2013-08-04,Sunday,1.0,Docklands,22647,2013,Sydney,Loss,15
3531,Sydney,19,Away,134,2013-08-04,Sunday,1.0,Docklands,22647,2013,Western Bulldogs,Win,2
3532,Adelaide,19,Home,103,2013-08-04,Sunday,3.0,Football Park,43368,2013,Port Adelaide,Loss,13
3533,Port Adelaide,19,Away,107,2013-08-04,Sunday,3.0,Football Park,43368,2013,Adelaide,Loss,8
3534,Collingwood,19,Home,133,2013-08-04,Sunday,5.0,MCG,69821,2013,Essendon,Win,6
3535,Essendon,19,Away,54,2013-08-04,Sunday,5.0,MCG,69821,2013,Collingwood,Loss,5
3536,St Kilda,20,Home,56,2013-08-09,Friday,8.0,Docklands,24765,2013,Hawthorn,Loss,16
3537,Hawthorn,20,Away,102,2013-08-09,Friday,8.0,Docklands,24765,2013,St Kilda,Win,1
3538,Richmond,20,Home,97,2013-08-10,Saturday,2.0,MCG,46961,2013,Brisbane Lions,Win,6
3539,Brisbane Lions,20,Away,74,2013-08-10,Saturday,2.0,MCG,46961,2013,Richmond,Loss,13
3540,Geelong,20,Home,129,2013-08-10,Saturday,2.0,Kardinia Park,24784,2013,Port Adelaide,Win,2
3541,Port Adelaide,20,Away,104,2013-08-10,Saturday,2.0,Kardinia Park,24784,2013,Geelong,Win,8
3542,Carlton,20,Home,89,2013-08-10,Saturday,5.0,Docklands,31126,2013,Western Bulldogs,Loss,9
3543,Western Bulldogs,20,Away,117,2013-08-10,Saturday,5.0,Docklands,31126,2013,Carlton,Win,15
3544,Sydney,20,Home,71,2013-08-10,Saturday,8.0,Stadium Australia,42627,2013,Collingwood,Loss,3
3545,Collingwood,20,Away,100,2013-08-10,Saturday,8.0,Stadium Australia,42627,2013,Sydney,Win,5
3546,Gold Coast,20,Home,90,2013-08-10,Saturday,8.0,Carrara,13840,2013,Melbourne,Win,14
3547,Melbourne,20,Away,77,2013-08-10,Saturday,8.0,Carrara,13840,2013,Gold Coast,Win,17
3548,Essendon,20,Home,67,2013-08-11,Sunday,1.0,Docklands,32595,2013,West Coast,Loss,7
3549,West Coast,20,Away,120,2013-08-11,Sunday,1.0,Docklands,32595,2013,Essendon,Win,10
3550,Adelaide,20,Home,79,2013-08-11,Sunday,3.0,Football Park,31801,2013,North Melbourne,Win,12
3551,North Melbourne,20,Away,70,2013-08-11,Sunday,3.0,Football Park,31801,2013,Adelaide,Loss,11
3552,Fremantle,20,Home,157,2013-08-11,Sunday,3.0,Subiaco,31390,2013,Greater Western Sydney,Win,4
3553,Greater Western Sydney,20,Away,44,2013-08-11,Sunday,3.0,Subiaco,31390,2013,Fremantle,Loss,18
3554,Hawthorn,21,Home,119,2013-08-16,Friday,8.0,MCG,71533,2013,Collingwood,Win,1
3555,Collingwood,21,Away,84,2013-08-16,Friday,8.0,MCG,71533,2013,Hawthorn,Loss,6
3556,Richmond,21,Home,96,2013-08-17,Saturday,2.0,MCG,60825,2013,Carlton,Loss,5
3557,Carlton,21,Away,106,2013-08-17,Saturday,2.0,MCG,60825,2013,Richmond,Loss,9
3558,Port Adelaide,21,Home,113,2013-08-17,Saturday,2.0,Football Park,18703,2013,Gold Coast,Win,8
3559,Gold Coast,21,Away,96,2013-08-17,Saturday,2.0,Football Park,18703,2013,Port Adelaide,Win,14
3560,Essendon,21,Home,70,2013-08-17,Saturday,5.0,Docklands,34102,2013,North Melbourne,Loss,7
3561,North Melbourne,21,Away,115,2013-08-17,Saturday,5.0,Docklands,34102,2013,Essendon,Win,10
3562,West Coast,21,Home,41,2013-08-17,Saturday,6.0,Subiaco,34394,2013,Geelong,Loss,11
3563,Geelong,21,Away,107,2013-08-17,Saturday,6.0,Subiaco,34394,2013,West Coast,Loss,2
3564,Brisbane Lions,21,Home,123,2013-08-17,Saturday,8.0,Gabba,13855,2013,Greater Western Sydney,Win,12
3565,Greater Western Sydney,21,Away,63,2013-08-17,Saturday,8.0,Gabba,13855,2013,Brisbane Lions,Win,18
3566,Melbourne,21,Home,38,2013-08-18,Sunday,1.0,MCG,13768,2013,Fremantle,Loss,17
3567,Fremantle,21,Away,133,2013-08-18,Sunday,1.0,MCG,13768,2013,Melbourne,Win,4
3568,Sydney,21,Home,118,2013-08-18,Sunday,3.0,SCG,26730,2013,St Kilda,Win,3
3569,St Kilda,21,Away,59,2013-08-18,Sunday,3.0,SCG,26730,2013,Sydney,Loss,16
3570,Western Bulldogs,21,Home,131,2013-08-18,Sunday,5.0,Docklands,17159,2013,Adelaide,Win,15
3571,Adelaide,21,Away,114,2013-08-18,Sunday,5.0,Docklands,17159,2013,Western Bulldogs,Win,13
3572,Collingwood,22,Home,101,2013-08-23,Friday,8.0,MCG,41198,2013,West Coast,Win,6
3573,West Coast,22,Away,39,2013-08-23,Friday,8.0,MCG,41198,2013,Collingwood,Loss,13
3574,Adelaide,22,Home,120,2013-08-24,Saturday,1.0,Football Park,34653,2013,Melbourne,Win,12
3575,Melbourne,22,Away,52,2013-08-24,Saturday,1.0,Football Park,34653,2013,Adelaide,Loss,17
3576,North Melbourne,22,Home,103,2013-08-24,Saturday,2.0,Docklands,33039,2013,Hawthorn,Loss,11
3577,Hawthorn,22,Away,117,2013-08-24,Saturday,2.0,Docklands,33039,2013,North Melbourne,Win,1
3578,Geelong,22,Home,92,2013-08-24,Saturday,5.0,Kardinia Park,28459,2013,Sydney,Win,2
3579,Sydney,22,Away,48,2013-08-24,Saturday,5.0,Kardinia Park,28459,2013,Geelong,Loss,4
3580,Fremantle,22,Home,134,2013-08-24,Saturday,6.0,Subiaco,35565,2013,Port Adelaide,Win,3
3581,Port Adelaide,22,Away,60,2013-08-24,Saturday,6.0,Subiaco,35565,2013,Fremantle,Loss,8
3582,Carlton,22,Home,76,2013-08-24,Saturday,8.0,MCG,53630,2013,Essendon,Loss,9
3583,Essendon,22,Away,82,2013-08-24,Saturday,8.0,MCG,53630,2013,Carlton,Loss,7
3584,St Kilda,22,Home,116,2013-08-25,Sunday,1.0,Docklands,17622,2013,Gold Coast,Win,16
3585,Gold Coast,22,Away,70,2013-08-25,Sunday,1.0,Docklands,17622,2013,St Kilda,Win,14
3586,Greater Western Sydney,22,Home,42,2013-08-25,Sunday,3.0,Sydney Showground,12314,2013,Richmond,Loss,18
3587,Richmond,22,Away,163,2013-08-25,Sunday,3.0,Sydney Showground,12314,2013,Greater Western Sydney,Win,5
3588,Brisbane Lions,22,Home,100,2013-08-25,Sunday,5.0,Gabba,20130,2013,Western Bulldogs,Win,10
3589,Western Bulldogs,22,Away,93,2013-08-25,Sunday,5.0,Gabba,20130,2013,Brisbane Lions,Loss,15
3590,Sydney,23,Home,100,2013-08-30,Friday,8.0,Stadium Australia,37980,2013,Hawthorn,Loss,4
3591,Hawthorn,23,Away,112,2013-08-30,Friday,8.0,Stadium Australia,37980,2013,Sydney,Loss,1
3592,St Kilda,23,Home,112,2013-08-31,Saturday,2.0,Docklands,22476,2013,Fremantle,Win,16
3593,Fremantle,23,Away,41,2013-08-31,Saturday,2.0,Docklands,22476,2013,St Kilda,Loss,3
3594,Geelong,23,Home,112,2013-08-31,Saturday,2.0,Kardinia Park,27467,2013,Brisbane Lions,Win,2
3595,Brisbane Lions,23,Away,111,2013-08-31,Saturday,2.0,Kardinia Park,27467,2013,Geelong,Win,12
3596,Port Adelaide,23,Home,103,2013-08-31,Saturday,4.0,Football Park,45127,2013,Carlton,Loss,7
3597,Carlton,23,Away,104,2013-08-31,Saturday,4.0,Football Park,45127,2013,Port Adelaide,Win,8
3598,Essendon,23,Home,65,2013-08-31,Saturday,8.0,MCG,60979,2013,Richmond,Loss,9
3599,Richmond,23,Away,104,2013-08-31,Saturday,8.0,MCG,60979,2013,Essendon,Win,5
3600,West Coast,23,Home,43,2013-08-31,Saturday,6.0,Subiaco,29416,2013,Adelaide,Loss,13
3601,Adelaide,23,Away,129,2013-08-31,Saturday,6.0,Subiaco,29416,2013,West Coast,Loss,11
3602,Gold Coast,23,Home,146,2013-09-01,Sunday,1.0,Carrara,13080,2013,Greater Western Sydney,Win,14
3603,Greater Western Sydney,23,Away,63,2013-09-01,Sunday,1.0,Carrara,13080,2013,Gold Coast,Loss,18
3604,Collingwood,23,Home,114,2013-09-01,Sunday,3.0,MCG,50958,2013,North Melbourne,Loss,6
3605,North Melbourne,23,Away,125,2013-09-01,Sunday,3.0,MCG,50958,2013,Collingwood,Win,10
3606,Western Bulldogs,23,Home,107,2013-09-01,Sunday,5.0,Docklands,22176,2013,Melbourne,Win,15
3607,Melbourne,23,Away,87,2013-09-01,Sunday,5.0,Docklands,22176,2013,Western Bulldogs,Win,17
3608,Greater Western Sydney,1,Home,37,2012-03-24,Saturday,7.0,Stadium Australia,38203,2012,Sydney,Loss,18
3609,Sydney,1,Away,100,2012-03-24,Saturday,7.0,Stadium Australia,38203,2012,Greater Western Sydney,Win,1
3610,Richmond,1,Home,81,2012-03-29,Thursday,8.0,MCG,78285,2012,Carlton,Loss,15
3611,Carlton,1,Away,125,2012-03-29,Thursday,8.0,MCG,78285,2012,Richmond,Loss,4
3612,Hawthorn,1,Home,137,2012-03-30,Friday,8.0,MCG,78466,2012,Collingwood,Win,6
3613,Collingwood,1,Away,115,2012-03-30,Friday,8.0,MCG,78466,2012,Hawthorn,Win,13
3614,Melbourne,1,Home,78,2012-03-31,Saturday,2.0,MCG,33473,2012,Brisbane Lions,Loss,14
3615,Brisbane Lions,1,Away,119,2012-03-31,Saturday,2.0,MCG,33473,2012,Melbourne,Win,5
3616,Gold Coast,1,Home,68,2012-03-31,Saturday,4.0,Carrara,12790,2012,Adelaide,Loss,17
3617,Adelaide,1,Away,137,2012-03-31,Saturday,4.0,Carrara,12790,2012,Gold Coast,Win,2
3618,Fremantle,1,Home,105,2012-03-31,Saturday,5.0,Subiaco,34601,2012,Geelong,Win,8
3619,Geelong,1,Away,101,2012-03-31,Saturday,5.0,Subiaco,34601,2012,Fremantle,Loss,11
3620,North Melbourne,1,Home,102,2012-03-31,Saturday,8.0,Docklands,45818,2012,Essendon,Loss,10
3621,Essendon,1,Away,104,2012-03-31,Saturday,8.0,Docklands,45818,2012,North Melbourne,Win,9
3622,Western Bulldogs,1,Home,87,2012-04-01,Sunday,1.0,Docklands,24977,2012,West Coast,Loss,16
3623,West Coast,1,Away,136,2012-04-01,Sunday,1.0,Docklands,24977,2012,Western Bulldogs,Win,3
3624,Port Adelaide,1,Home,89,2012-04-01,Sunday,4.0,Football Park,21179,2012,St Kilda,Win,7
3625,St Kilda,1,Away,85,2012-04-01,Sunday,4.0,Football Park,21179,2012,Port Adelaide,Win,12
3626,Brisbane Lions,2,Home,63,2012-04-05,Thursday,8.0,Gabba,25913,2012,Carlton,Loss,13
3627,Carlton,2,Away,154,2012-04-05,Thursday,8.0,Gabba,25913,2012,Brisbane Lions,Win,2
3628,Essendon,2,Home,111,2012-04-07,Saturday,2.0,Docklands,34118,2012,Port Adelaide,Win,5
3629,Port Adelaide,2,Away,86,2012-04-07,Saturday,2.0,Docklands,34118,2012,Essendon,Loss,12
3630,Sydney,2,Home,94,2012-04-07,Saturday,2.0,SCG,22242,2012,Fremantle,Win,4
3631,Fremantle,2,Away,81,2012-04-07,Saturday,2.0,SCG,22242,2012,Sydney,Loss,11
3632,West Coast,2,Home,166,2012-04-07,Saturday,3.0,Subiaco,35674,2012,Melbourne,Win,1
3633,Melbourne,2,Away,58,2012-04-07,Saturday,3.0,Subiaco,35674,2012,West Coast,Loss,16
3634,Adelaide,2,Home,82,2012-04-07,Saturday,7.0,Football Park,34021,2012,Western Bulldogs,Win,3
3635,Western Bulldogs,2,Away,64,2012-04-07,Saturday,7.0,Football Park,34021,2012,Adelaide,Loss,14
3636,Collingwood,2,Home,85,2012-04-07,Saturday,8.0,MCG,57268,2012,Richmond,Win,9
3637,Richmond,2,Away,64,2012-04-07,Saturday,8.0,MCG,57268,2012,Collingwood,Loss,15
3638,North Melbourne,2,Home,183,2012-04-08,Sunday,1.0,Bellerive Oval,11127,2012,Greater Western Sydney,Win,6
3639,Greater Western Sydney,2,Away,54,2012-04-08,Sunday,1.0,Bellerive Oval,11127,2012,North Melbourne,Loss,18
3640,St Kilda,2,Home,139,2012-04-08,Sunday,5.0,Docklands,21078,2012,Gold Coast,Win,7
3641,Gold Coast,2,Away,47,2012-04-08,Sunday,5.0,Docklands,21078,2012,St Kilda,Loss,17
3642,Geelong,2,Home,92,2012-04-09,Monday,3.0,MCG,69231,2012,Hawthorn,Win,10
3643,Hawthorn,2,Away,90,2012-04-09,Monday,3.0,MCG,69231,2012,Geelong,Loss,8
3644,Carlton,3,Home,122,2012-04-13,Friday,8.0,MCG,84259,2012,Collingwood,Win,2
3645,Collingwood,3,Away,62,2012-04-13,Friday,8.0,MCG,84259,2012,Carlton,Loss,13
3646,Richmond,3,Home,133,2012-04-14,Saturday,2.0,MCG,49826,2012,Melbourne,Win,10
3647,Melbourne,3,Away,74,2012-04-14,Saturday,2.0,MCG,49826,2012,Richmond,Loss,17
3648,Port Adelaide,3,Home,83,2012-04-14,Saturday,2.0,Football Park,19032,2012,Sydney,Loss,12
3649,Sydney,3,Away,105,2012-04-14,Saturday,2.0,Football Park,19032,2012,Port Adelaide,Win,3
3650,Fremantle,3,Home,64,2012-04-14,Saturday,3.0,Subiaco,33473,2012,Brisbane Lions,Win,9
3651,Brisbane Lions,3,Away,35,2012-04-14,Saturday,3.0,Subiaco,33473,2012,Fremantle,Loss,14
3652,Gold Coast,3,Home,88,2012-04-14,Saturday,8.0,Carrara,17069,2012,Essendon,Loss,16
3653,Essendon,3,Away,105,2012-04-14,Saturday,8.0,Carrara,17069,2012,Gold Coast,Win,4
3654,Western Bulldogs,3,Home,40,2012-04-14,Saturday,8.0,Docklands,28971,2012,St Kilda,Loss,15
3655,St Kilda,3,Away,103,2012-04-14,Saturday,8.0,Docklands,28971,2012,Western Bulldogs,Win,5
3656,Greater Western Sydney,3,Home,69,2012-04-15,Sunday,1.0,Blacktown,6875,2012,West Coast,Loss,18
3657,West Coast,3,Away,150,2012-04-15,Sunday,1.0,Blacktown,6875,2012,Greater Western Sydney,Win,1
3658,Hawthorn,3,Home,140,2012-04-15,Sunday,3.0,MCG,33524,2012,Adelaide,Win,7
3659,Adelaide,3,Away,84,2012-04-15,Sunday,3.0,MCG,33524,2012,Hawthorn,Loss,8
3660,North Melbourne,3,Home,131,2012-04-15,Sunday,5.0,Docklands,29630,2012,Geelong,Win,6
3661,Geelong,3,Away,114,2012-04-15,Sunday,5.0,Docklands,29630,2012,North Melbourne,Win,11
3662,St Kilda,4,Home,79,2012-04-20,Friday,8.0,Docklands,30172,2012,Fremantle,Loss,7
3663,Fremantle,4,Away,92,2012-04-20,Friday,8.0,Docklands,30172,2012,St Kilda,Win,6
3664,Carlton,4,Home,79,2012-04-21,Saturday,2.0,MCG,73172,2012,Essendon,Loss,4
3665,Essendon,4,Away,109,2012-04-21,Saturday,2.0,MCG,73172,2012,Carlton,Win,3
3666,Collingwood,4,Home,97,2012-04-21,Saturday,2.0,Docklands,30741,2012,Port Adelaide,Win,12
3667,Port Adelaide,4,Away,73,2012-04-21,Saturday,2.0,Docklands,30741,2012,Collingwood,Loss,14
3668,Adelaide,4,Home,96,2012-04-21,Saturday,4.0,Football Park,28261,2012,Greater Western Sydney,Win,5
3669,Greater Western Sydney,4,Away,50,2012-04-21,Saturday,4.0,Football Park,28261,2012,Adelaide,Loss,18
3670,West Coast,4,Home,51,2012-04-21,Saturday,6.0,Subiaco,40080,2012,Hawthorn,Win,1
3671,Hawthorn,4,Away,46,2012-04-21,Saturday,6.0,Subiaco,40080,2012,West Coast,Loss,9
3672,Brisbane Lions,4,Home,111,2012-04-21,Saturday,8.0,Gabba,21980,2012,Gold Coast,Win,11
3673,Gold Coast,4,Away,46,2012-04-21,Saturday,8.0,Gabba,21980,2012,Brisbane Lions,Loss,17
3674,Geelong,4,Home,75,2012-04-22,Sunday,1.0,Kardinia Park,21952,2012,Richmond,Win,10
3675,Richmond,4,Away,65,2012-04-22,Sunday,1.0,Kardinia Park,21952,2012,Geelong,Loss,13
3676,Sydney,4,Home,113,2012-04-22,Sunday,3.0,SCG,21049,2012,North Melbourne,Win,2
3677,North Melbourne,4,Away,77,2012-04-22,Sunday,3.0,SCG,21049,2012,Sydney,Win,8
3678,Melbourne,4,Home,67,2012-04-22,Sunday,5.0,MCG,33565,2012,Western Bulldogs,Loss,16
3679,Western Bulldogs,4,Away,88,2012-04-22,Sunday,5.0,MCG,33565,2012,Melbourne,Win,15
3680,Collingwood,5,Home,80,2012-04-25,Wednesday,3.0,MCG,86932,2012,Essendon,Win,10
3681,Essendon,5,Away,79,2012-04-25,Wednesday,3.0,MCG,86932,2012,Collingwood,Win,5
3682,Fremantle,5,Home,57,2012-04-27,Friday,7.0,Subiaco,38847,2012,Carlton,Loss,9
3683,Carlton,5,Away,65,2012-04-27,Friday,7.0,Subiaco,38847,2012,Fremantle,Win,3
3684,Greater Western Sydney,5,Home,62,2012-04-28,Saturday,2.0,Manuka Oval,9128,2012,Western Bulldogs,Loss,18
3685,Western Bulldogs,5,Away,104,2012-04-28,Saturday,2.0,Manuka Oval,9128,2012,Greater Western Sydney,Loss,13
3686,North Melbourne,5,Home,127,2012-04-28,Saturday,5.0,Docklands,17680,2012,Gold Coast,Win,7
3687,Gold Coast,5,Away,93,2012-04-28,Saturday,5.0,Docklands,17680,2012,North Melbourne,Win,17
3688,Melbourne,5,Home,66,2012-04-28,Saturday,8.0,MCG,24877,2012,St Kilda,Loss,16
3689,St Kilda,5,Away,84,2012-04-28,Saturday,8.0,MCG,24877,2012,Melbourne,Win,6
3690,Brisbane Lions,5,Home,41,2012-04-28,Saturday,8.0,Gabba,15534,2012,Geelong,Loss,12
3691,Geelong,5,Away,79,2012-04-28,Saturday,8.0,Gabba,15534,2012,Brisbane Lions,Win,8
3692,Hawthorn,5,Home,69,2012-04-29,Sunday,1.0,York Park,19217,2012,Sydney,Loss,11
3693,Sydney,5,Away,106,2012-04-29,Sunday,1.0,York Park,19217,2012,Hawthorn,Win,2
3694,Richmond,5,Home,97,2012-04-29,Sunday,3.0,Docklands,28464,2012,West Coast,Loss,14
3695,West Coast,5,Away,107,2012-04-29,Sunday,3.0,Docklands,28464,2012,Richmond,Loss,1
3696,Adelaide,5,Home,110,2012-04-29,Sunday,4.0,Football Park,41649,2012,Port Adelaide,Win,4
3697,Port Adelaide,5,Away,91,2012-04-29,Sunday,4.0,Football Park,41649,2012,Adelaide,Win,15
3698,Western Bulldogs,6,Home,77,2012-05-04,Friday,8.0,Docklands,38155,2012,Collingwood,Loss,13
3699,Collingwood,6,Away,98,2012-05-04,Friday,8.0,Docklands,38155,2012,Western Bulldogs,Loss,8
3700,Essendon,6,Home,129,2012-05-05,Saturday,2.0,Docklands,36361,2012,Brisbane Lions,Win,4
3701,Brisbane Lions,6,Away,62,2012-05-05,Saturday,2.0,Docklands,36361,2012,Essendon,Loss,14
3702,Geelong,6,Home,119,2012-05-05,Saturday,2.0,Kardinia Park,18010,2012,Melbourne,Win,6
3703,Melbourne,6,Away,76,2012-05-05,Saturday,2.0,Kardinia Park,18010,2012,Geelong,Loss,17
3704,Gold Coast,6,Home,87,2012-05-05,Saturday,5.0,Carrara,11670,2012,Fremantle,Loss,16
3705,Fremantle,6,Away,94,2012-05-05,Saturday,5.0,Carrara,11670,2012,Gold Coast,Loss,7
3706,Sydney,6,Home,94,2012-05-05,Saturday,8.0,SCG,23969,2012,Adelaide,Loss,3
3707,Adelaide,6,Away,99,2012-05-05,Saturday,8.0,SCG,23969,2012,Sydney,Win,5
3708,St Kilda,6,Home,88,2012-05-05,Saturday,8.0,MCG,42290,2012,Hawthorn,Loss,9
3709,Hawthorn,6,Away,123,2012-05-05,Saturday,8.0,MCG,42290,2012,St Kilda,Win,11
3710,Carlton,6,Home,110,2012-05-06,Sunday,1.0,Docklands,28213,2012,Greater Western Sydney,Win,2
3711,Greater Western Sydney,6,Away,43,2012-05-06,Sunday,1.0,Docklands,28213,2012,Carlton,Loss,18
3712,Port Adelaide,6,Home,54,2012-05-06,Sunday,3.0,Football Park,18522,2012,Richmond,Loss,15
3713,Richmond,6,Away,91,2012-05-06,Sunday,3.0,Football Park,18522,2012,Port Adelaide,Loss,12
3714,West Coast,6,Home,120,2012-05-06,Sunday,3.0,Subiaco,37202,2012,North Melbourne,Win,1
3715,North Melbourne,6,Away,95,2012-05-06,Sunday,3.0,Subiaco,37202,2012,West Coast,Win,10
3716,Melbourne,7,Home,49,2012-05-11,Friday,8.0,MCG,36430,2012,Hawthorn,Loss,18
3717,Hawthorn,7,Away,115,2012-05-11,Friday,8.0,MCG,36430,2012,Melbourne,Loss,9
3718,Adelaide,7,Home,122,2012-05-12,Saturday,1.0,Football Park,35535,2012,Geelong,Win,3
3719,Geelong,7,Away,72,2012-05-12,Saturday,1.0,Football Park,35535,2012,Adelaide,Loss,10
3720,Greater Western Sydney,7,Home,94,2012-05-12,Saturday,2.0,Manuka Oval,8603,2012,Gold Coast,Win,16
3721,Gold Coast,7,Away,67,2012-05-12,Saturday,2.0,Manuka Oval,8603,2012,Greater Western Sydney,Loss,17
3722,Richmond,7,Home,91,2012-05-12,Saturday,5.0,MCG,40352,2012,Sydney,Win,12
3723,Sydney,7,Away,62,2012-05-12,Saturday,5.0,MCG,40352,2012,Richmond,Win,5
3724,Brisbane Lions,7,Home,58,2012-05-12,Saturday,8.0,Gabba,27926,2012,Collingwood,Loss,14
3725,Collingwood,7,Away,116,2012-05-12,Saturday,8.0,Gabba,27926,2012,Brisbane Lions,Win,7
3726,Essendon,7,Home,113,2012-05-12,Saturday,8.0,Docklands,43260,2012,West Coast,Win,2
3727,West Coast,7,Away,52,2012-05-12,Saturday,8.0,Docklands,43260,2012,Essendon,Loss,1
3728,North Melbourne,7,Home,83,2012-05-13,Sunday,1.0,Docklands,20885,2012,Western Bulldogs,Loss,11
3729,Western Bulldogs,7,Away,101,2012-05-13,Sunday,1.0,Docklands,20885,2012,North Melbourne,Win,13
3730,Fremantle,7,Home,87,2012-05-13,Sunday,3.0,Subiaco,30079,2012,Port Adelaide,Win,6
3731,Port Adelaide,7,Away,47,2012-05-13,Sunday,3.0,Subiaco,30079,2012,Fremantle,Loss,15
3732,St Kilda,7,Home,122,2012-05-14,Monday,8.0,Docklands,38823,2012,Carlton,Win,8
3733,Carlton,7,Away,98,2012-05-14,Monday,8.0,Docklands,38823,2012,St Kilda,Win,4
3734,Collingwood,8,Home,96,2012-05-18,Friday,8.0,MCG,75650,2012,Geelong,Win,5
3735,Geelong,8,Away,84,2012-05-18,Friday,8.0,MCG,75650,2012,Collingwood,Loss,10
3736,Port Adelaide,8,Home,95,2012-05-19,Saturday,1.0,Football Park,14508,2012,North Melbourne,Win,15
3737,North Melbourne,8,Away,93,2012-05-19,Saturday,1.0,Football Park,14508,2012,Port Adelaide,Loss,12
3738,Hawthorn,8,Home,119,2012-05-19,Saturday,2.0,York Park,12959,2012,Fremantle,Win,6
3739,Fremantle,8,Away,63,2012-05-19,Saturday,2.0,York Park,12959,2012,Hawthorn,Loss,8
3740,Sydney,8,Home,138,2012-05-19,Saturday,5.0,SCG,20818,2012,Melbourne,Win,4
3741,Melbourne,8,Away,37,2012-05-19,Saturday,5.0,SCG,20818,2012,Sydney,Loss,18
3742,Western Bulldogs,8,Home,72,2012-05-19,Saturday,7.0,Marrara Oval,8724,2012,Gold Coast,Win,11
3743,Gold Coast,8,Away,34,2012-05-19,Saturday,7.0,Marrara Oval,8724,2012,Western Bulldogs,Loss,17
3744,Essendon,8,Home,128,2012-05-19,Saturday,8.0,MCG,80900,2012,Richmond,Win,3
3745,Richmond,8,Away,109,2012-05-19,Saturday,8.0,MCG,80900,2012,Essendon,Loss,13
3746,Brisbane Lions,8,Home,132,2012-05-20,Sunday,1.0,Gabba,16049,2012,Greater Western Sydney,Win,14
3747,Greater Western Sydney,8,Away,40,2012-05-20,Sunday,1.0,Gabba,16049,2012,Brisbane Lions,Loss,16
3748,Carlton,8,Home,55,2012-05-20,Sunday,3.0,Docklands,35917,2012,Adelaide,Loss,7
3749,Adelaide,8,Away,124,2012-05-20,Sunday,3.0,Docklands,35917,2012,Carlton,Win,2
3750,West Coast,8,Home,121,2012-05-20,Sunday,3.0,Subiaco,38174,2012,St Kilda,Win,1
3751,St Kilda,8,Away,91,2012-05-20,Sunday,3.0,Subiaco,38174,2012,West Coast,Win,9
3752,Western Bulldogs,9,Home,75,2012-05-25,Friday,8.0,Docklands,29118,2012,Geelong,Loss,13
3753,Geelong,9,Away,95,2012-05-25,Friday,8.0,Docklands,29118,2012,Western Bulldogs,Loss,9
3754,Richmond,9,Home,137,2012-05-26,Saturday,2.0,MCG,51617,2012,Hawthorn,Win,12
3755,Hawthorn,9,Away,75,2012-05-26,Saturday,2.0,MCG,51617,2012,Richmond,Win,8
3756,Gold Coast,9,Home,70,2012-05-26,Saturday,2.0,Carrara,12416,2012,Port Adelaide,Loss,17
3757,Port Adelaide,9,Away,118,2012-05-26,Saturday,2.0,Carrara,12416,2012,Gold Coast,Win,15
3758,St Kilda,9,Home,111,2012-05-26,Saturday,5.0,Docklands,34737,2012,Sydney,Win,7
3759,Sydney,9,Away,83,2012-05-26,Saturday,5.0,Docklands,34737,2012,St Kilda,Win,5
3760,Adelaide,9,Home,49,2012-05-26,Saturday,7.0,Football Park,44238,2012,Collingwood,Loss,3
3761,Collingwood,9,Away,75,2012-05-26,Saturday,7.0,Football Park,44238,2012,Adelaide,Win,4
3762,Greater Western Sydney,9,Home,53,2012-05-26,Saturday,8.0,Sydney Showground,11887,2012,Essendon,Loss,16
3763,Essendon,9,Away,119,2012-05-26,Saturday,8.0,Sydney Showground,11887,2012,Greater Western Sydney,Win,2
3764,North Melbourne,9,Home,112,2012-05-27,Sunday,1.0,Docklands,19988,2012,Brisbane Lions,Win,11
3765,Brisbane Lions,9,Away,96,2012-05-27,Sunday,1.0,Docklands,19988,2012,North Melbourne,Loss,14
3766,Carlton,9,Home,107,2012-05-27,Sunday,3.0,MCG,28371,2012,Melbourne,Win,6
3767,Melbourne,9,Away,49,2012-05-27,Sunday,3.0,MCG,28371,2012,Carlton,Loss,18
3768,West Coast,9,Home,84,2012-05-27,Sunday,3.0,Subiaco,40905,2012,Fremantle,Win,1
3769,Fremantle,9,Away,36,2012-05-27,Sunday,3.0,Subiaco,40905,2012,West Coast,Loss,10
3770,St Kilda,10,Home,113,2012-06-01,Friday,8.0,Docklands,49337,2012,Richmond,Loss,9
3771,Richmond,10,Away,121,2012-06-01,Friday,8.0,Docklands,49337,2012,St Kilda,Loss,10
3772,Geelong,10,Home,126,2012-06-02,Saturday,2.0,Kardinia Park,17243,2012,Greater Western Sydney,Win,8
3773,Greater Western Sydney,10,Away,61,2012-06-02,Saturday,2.0,Kardinia Park,17243,2012,Geelong,Loss,17
