,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
3274,West Coast,4,Home,65,2013-04-20,Saturday,6.0,Subiaco,38674,2013,Carlton,Loss,12
3275,Carlton,4,Away,89,2013-04-20,Saturday,6.0,Subiaco,38674,2013,West Coast,Win,13
3276,Gold Coast,4,Home,66,2013-04-20,Saturday,8.0,Carrara,11332,2013,Port Adelaide,Loss,14
3277,Port Adelaide,4,Away,104,2013-04-20,Saturday,8.0,Carrara,11332,2013,Gold Coast,Loss,2
3278,Melbourne,4,Home,144,2013-04-21,Sunday,1.0,MCG,20018,2013,Greater Western Sydney,Win,17
3279,Greater Western Sydney,4,Away,103,2013-04-21,Sunday,1.0,MCG,20018,2013,Melbourne,Win,18
3280,Adelaide,4,Home,80,2013-04-21,Sunday,3.0,Football Park,24684,2013,Western Bulldogs,Win,8
3281,Western Bulldogs,4,Away,28,2013-04-21,Sunday,3.0,Football Park,24684,2013,Adelaide,Loss,15
3282,North Melbourne,4,Home,125,2013-04-21,Sunday,5.0,Docklands,22776,2013,Brisbane Lions,Win,11
3283,Brisbane Lions,4,Away,62,2013-04-21,Sunday,5.0,Docklands,22776,2013,North Melbourne,Loss,16
3284,Essendon,5,Home,121,2013-04-25,Thursday,3.0,MCG,93373,2013,Collingwood,Win,1
3285,Collingwood,5,Away,75,2013-04-25,Thursday,3.0,MCG,93373,2013,Essendon,Win,8
3286,St Kilda,5,Home,63,2013-04-25,Thursday,8.0,Wellington,22546,2013,Sydney,Loss,14
3287,Sydney,5,Away,79,2013-04-25,Thursday,8.0,Wellington,22546,2013,St Kilda,Loss,5
3288,Fremantle,5,Home,81,2013-04-26,Friday,7.0,Subiaco,36365,2013,Richmond,Win,7
3289,Richmond,5,Away,80,2013-04-26,Friday,7.0,Subiaco,36365,2013,Fremantle,Loss,6
3290,Greater Western Sydney,5,Home,104,2013-04-27,Saturday,2.0,Manuka Oval,6832,2013,Gold Coast,Loss,18
3291,Gold Coast,5,Away,148,2013-04-27,Saturday,2.0,Manuka Oval,6832,2013,Greater Western Sydney,Win,11
3292,Carlton,5,Home,115,2013-04-27,Saturday,5.0,MCG,44711,2013,Adelaide,Win,9
3293,Adelaide,5,Away,83,2013-04-27,Saturday,5.0,MCG,44711,2013,Carlton,Loss,10
3294,Western Bulldogs,5,Home,86,2013-04-27,Saturday,8.0,Docklands,26153,2013,Geelong,Loss,16
3295,Geelong,5,Away,107,2013-04-27,Saturday,8.0,Docklands,26153,2013,Western Bulldogs,Win,3
3296,Port Adelaide,5,Home,84,2013-04-27,Saturday,7.0,Football Park,26132,2013,West Coast,Win,2
3297,West Coast,5,Away,79,2013-04-27,Saturday,7.0,Football Park,26132,2013,Port Adelaide,Loss,15
3298,Brisbane Lions,5,Home,122,2013-04-28,Sunday,3.0,Gabba,19018,2013,Melbourne,Win,12
3299,Melbourne,5,Away,94,2013-04-28,Sunday,3.0,Gabba,19018,2013,Brisbane Lions,Loss,17
3300,Hawthorn,5,Home,99,2013-04-28,Sunday,5.0,MCG,42103,2013,North Melbourne,Win,4
3301,North Melbourne,5,Away,96,2013-04-28,Sunday,5.0,MCG,42103,2013,Hawthorn,Loss,13
3302,Collingwood,6,Home,103,2013-05-03,Friday,8.0,Docklands,40071,2013,St Kilda,Win,7
3303,St Kilda,6,Away,77,2013-05-03,Friday,8.0,Docklands,40071,2013,Collingwood,Loss,15
3304,Essendon,6,Home,120,2013-05-04,Saturday,2.0,Docklands,30143,2013,Greater Western Sydney,Win,1
3305,Greater Western Sydney,6,Away,81,2013-05-04,Saturday,2.0,Docklands,30143,2013,Essendon,Loss,18
3306,North Melbourne,6,Home,93,2013-05-04,Saturday,2.0,Bellerive Oval,10265,2013,Port Adelaide,Win,11
3307,Port Adelaide,6,Away,83,2013-05-04,Saturday,2.0,Bellerive Oval,10265,2013,North Melbourne,Win,3
3308,Adelaide,6,Home,78,2013-05-04,Saturday,4.0,Football Park,37324,2013,Hawthorn,Loss,12
3309,Hawthorn,6,Away,89,2013-05-04,Saturday,4.0,Football Park,37324,2013,Adelaide,Win,5
3310,Gold Coast,6,Home,54,2013-05-04,Saturday,8.0,Carrara,10552,2013,Fremantle,Loss,13
3311,Fremantle,6,Away,99,2013-05-04,Saturday,8.0,Carrara,10552,2013,Gold Coast,Win,6
3312,Richmond,6,Home,87,2013-05-04,Saturday,8.0,MCG,55625,2013,Geelong,Loss,9
3313,Geelong,6,Away,131,2013-05-04,Saturday,8.0,MCG,55625,2013,Richmond,Win,2
3314,Sydney,6,Home,115,2013-05-05,Sunday,1.0,SCG,23315,2013,Brisbane Lions,Win,4
3315,Brisbane Lions,6,Away,55,2013-05-05,Sunday,1.0,SCG,23315,2013,Sydney,Loss,14
3316,Carlton,6,Home,121,2013-05-05,Sunday,3.0,MCG,35286,2013,Melbourne,Win,8
3317,Melbourne,6,Away,60,2013-05-05,Sunday,3.0,MCG,35286,2013,Carlton,Loss,17
3318,West Coast,6,Home,137,2013-05-05,Sunday,3.0,Subiaco,36163,2013,Western Bulldogs,Win,10
3319,Western Bulldogs,6,Away,67,2013-05-05,Sunday,3.0,Subiaco,36163,2013,West Coast,Loss,16
3320,Geelong,7,Home,113,2013-05-10,Friday,8.0,Docklands,53014,2013,Essendon,Win,1
3321,Essendon,7,Away,85,2013-05-10,Friday,8.0,Docklands,53014,2013,Geelong,Win,2
3322,Port Adelaide,7,Home,73,2013-05-11,Saturday,1.0,Football Park,25372,2013,Richmond,Loss,4
3323,Richmond,7,Away,114,2013-05-11,Saturday,1.0,Football Park,25372,2013,Port Adelaide,Win,7
3324,Brisbane Lions,7,Home,82,2013-05-11,Saturday,2.0,Gabba,17614,2013,West Coast,Loss,15
3325,West Coast,7,Away,108,2013-05-11,Saturday,2.0,Gabba,17614,2013,Brisbane Lions,Win,10
3326,Western Bulldogs,7,Home,97,2013-05-11,Saturday,5.0,Docklands,23690,2013,North Melbourne,Loss,16
3327,North Melbourne,7,Away,151,2013-05-11,Saturday,5.0,Docklands,23690,2013,Western Bulldogs,Win,12
3328,Fremantle,7,Home,100,2013-05-11,Saturday,6.0,Subiaco,37214,2013,Collingwood,Win,6
3329,Collingwood,7,Away,73,2013-05-11,Saturday,6.0,Subiaco,37214,2013,Fremantle,Loss,8
3330,Hawthorn,7,Home,119,2013-05-11,Saturday,8.0,MCG,54725,2013,Sydney,Win,3
3331,Sydney,7,Away,82,2013-05-11,Saturday,8.0,MCG,54725,2013,Hawthorn,Win,5
3332,Greater Western Sydney,7,Home,52,2013-05-12,Sunday,1.0,Sydney Showground,5830,2013,Adelaide,Loss,18
3333,Adelaide,7,Away,187,2013-05-12,Sunday,1.0,Sydney Showground,5830,2013,Greater Western Sydney,Win,9
3334,Melbourne,7,Home,54,2013-05-12,Sunday,5.0,MCG,13304,2013,Gold Coast,Loss,17
3335,Gold Coast,7,Away,114,2013-05-12,Sunday,5.0,MCG,13304,2013,Melbourne,Win,13
3336,St Kilda,7,Home,77,2013-05-13,Monday,8.0,Docklands,34054,2013,Carlton,Win,14
3337,Carlton,7,Away,68,2013-05-13,Monday,8.0,Docklands,34054,2013,St Kilda,Loss,11
3338,West Coast,8,Home,90,2013-05-17,Friday,7.0,Subiaco,38146,2013,North Melbourne,Win,11
3339,North Melbourne,8,Away,88,2013-05-17,Friday,7.0,Subiaco,38146,2013,West Coast,Win,13
3340,Essendon,8,Home,86,2013-05-18,Saturday,2.0,Docklands,33915,2013,Brisbane Lions,Loss,3
3341,Brisbane Lions,8,Away,96,2013-05-18,Saturday,2.0,Docklands,33915,2013,Essendon,Loss,14
3342,Hawthorn,8,Home,140,2013-05-18,Saturday,2.0,York Park,10513,2013,Greater Western Sydney,Win,1
3343,Greater Western Sydney,8,Away,57,2013-05-18,Saturday,2.0,York Park,10513,2013,Hawthorn,Loss,18
3344,Gold Coast,8,Home,93,2013-05-18,Saturday,5.0,Carrara,13520,2013,Western Bulldogs,Win,12
3345,Western Bulldogs,8,Away,61,2013-05-18,Saturday,5.0,Carrara,13520,2013,Gold Coast,Loss,16
3346,Collingwood,8,Home,102,2013-05-18,Saturday,8.0,MCG,66768,2013,Geelong,Win,8
3347,Geelong,8,Away,96,2013-05-18,Saturday,8.0,MCG,66768,2013,Collingwood,Win,2
3348,Sydney,8,Home,70,2013-05-18,Saturday,8.0,SCG,22546,2013,Fremantle,Loss,4
3349,Fremantle,8,Away,70,2013-05-18,Saturday,8.0,SCG,22546,2013,Sydney,Loss,5
3350,Carlton,8,Home,109,2013-05-19,Sunday,1.0,Docklands,29936,2013,Port Adelaide,Win,10
3351,Port Adelaide,8,Away,91,2013-05-19,Sunday,1.0,Docklands,29936,2013,Carlton,Loss,6
3352,Richmond,8,Home,106,2013-05-19,Sunday,3.0,MCG,39148,2013,Melbourne,Win,7
3353,Melbourne,8,Away,72,2013-05-19,Sunday,3.0,MCG,39148,2013,Richmond,Loss,17
3354,Adelaide,8,Home,87,2013-05-19,Sunday,4.0,Football Park,34605,2013,St Kilda,Win,9
3355,St Kilda,8,Away,47,2013-05-19,Sunday,4.0,Football Park,34605,2013,Adelaide,Loss,15
3356,Collingwood,9,Home,55,2013-05-24,Friday,8.0,MCG,65306,2013,Sydney,Loss,11
3357,Sydney,9,Away,102,2013-05-24,Friday,8.0,MCG,65306,2013,Collingwood,Win,5
3358,Port Adelaide,9,Home,68,2013-05-25,Saturday,1.0,Football Park,21309,2013,Geelong,Loss,9
3359,Geelong,9,Away,116,2013-05-25,Saturday,1.0,Football Park,21309,2013,Port Adelaide,Win,2
3360,Greater Western Sydney,9,Home,55,2013-05-25,Saturday,2.0,Sydney Showground,6324,2013,West Coast,Loss,18
3361,West Coast,9,Away,155,2013-05-25,Saturday,2.0,Sydney Showground,6324,2013,Greater Western Sydney,Win,6
3362,St Kilda,9,Home,101,2013-05-25,Saturday,5.0,Docklands,25982,2013,Western Bulldogs,Loss,15
3363,Western Bulldogs,9,Away,110,2013-05-25,Saturday,5.0,Docklands,25982,2013,St Kilda,Win,16
3364,Brisbane Lions,9,Home,85,2013-05-25,Saturday,8.0,Gabba,24037,2013,Carlton,Loss,14
3365,Carlton,9,Away,98,2013-05-25,Saturday,8.0,Gabba,24037,2013,Brisbane Lions,Win,8
3366,Richmond,9,Home,62,2013-05-25,Saturday,8.0,MCG,84234,2013,Essendon,Loss,10
3367,Essendon,9,Away,91,2013-05-25,Saturday,8.0,MCG,84234,2013,Richmond,Loss,3
3368,Hawthorn,9,Home,118,2013-05-26,Sunday,1.0,MCG,28112,2013,Gold Coast,Win,1
3369,Gold Coast,9,Away,92,2013-05-26,Sunday,1.0,MCG,28112,2013,Hawthorn,Loss,12
3370,North Melbourne,9,Home,124,2013-05-26,Sunday,3.0,Docklands,23033,2013,Adelaide,Loss,13
3371,Adelaide,9,Away,125,2013-05-26,Sunday,3.0,Docklands,23033,2013,North Melbourne,Loss,7
3372,Fremantle,9,Home,130,2013-05-26,Sunday,3.0,Subiaco,32950,2013,Melbourne,Win,4
3373,Melbourne,9,Away,40,2013-05-26,Sunday,3.0,Subiaco,32950,2013,Fremantle,Loss,17
3374,Brisbane Lions,10,Home,51,2013-05-31,Friday,8.0,Gabba,26626,2013,Collingwood,Loss,15
3375,Collingwood,10,Away,100,2013-05-31,Friday,8.0,Gabba,26626,2013,Brisbane Lions,Loss,8
3376,Carlton,10,Home,148,2013-06-01,Saturday,2.0,Docklands,25008,2013,Greater Western Sydney,Win,6
3377,Greater Western Sydney,10,Away,54,2013-06-01,Saturday,2.0,Docklands,25008,2013,Carlton,Loss,18
3378,Adelaide,10,Home,59,2013-06-01,Saturday,2.0,Football Park,27684,2013,Fremantle,Loss,9
3379,Fremantle,10,Away,66,2013-06-01,Saturday,2.0,Football Park,27684,2013,Adelaide,Loss,4
3380,Sydney,10,Home,115,2013-06-01,Saturday,5.0,SCG,29792,2013,Essendon,Win,3
3381,Essendon,10,Away,71,2013-06-01,Saturday,5.0,SCG,29792,2013,Sydney,Win,5
3382,Western Bulldogs,10,Home,67,2013-06-01,Saturday,7.0,Marrara Oval,7850,2013,Port Adelaide,Win,14
3383,Port Adelaide,10,Away,58,2013-06-01,Saturday,7.0,Marrara Oval,7850,2013,Western Bulldogs,Loss,11
3384,Geelong,10,Home,123,2013-06-01,Saturday,8.0,Kardinia Park,30087,2013,Gold Coast,Win,2
3385,Gold Coast,10,Away,71,2013-06-01,Saturday,8.0,Kardinia Park,30087,2013,Geelong,Win,13
3386,Melbourne,10,Home,48,2013-06-02,Sunday,3.0,MCG,28546,2013,Hawthorn,Loss,17
3387,Hawthorn,10,Away,143,2013-06-02,Sunday,3.0,MCG,28546,2013,Melbourne,Win,1
3388,North Melbourne,10,Home,133,2013-06-02,Sunday,5.0,Docklands,25658,2013,St Kilda,Win,12
3389,St Kilda,10,Away,65,2013-06-02,Sunday,5.0,Docklands,25658,2013,North Melbourne,Win,16
3390,West Coast,10,Home,62,2013-06-03,Monday,6.0,Subiaco,37781,2013,Richmond,Loss,10
3391,Richmond,10,Away,103,2013-06-03,Monday,6.0,Subiaco,37781,2013,West Coast,Win,7
3392,Essendon,11,Home,77,2013-06-07,Friday,8.0,MCG,82639,2013,Carlton,Win,4
3393,Carlton,11,Away,72,2013-06-07,Friday,8.0,MCG,82639,2013,Essendon,Loss,7
3394,Greater Western Sydney,11,Home,98,2013-06-08,Saturday,2.0,Sydney Showground,7809,2013,Geelong,Loss,18
3395,Geelong,11,Away,157,2013-06-08,Saturday,2.0,Sydney Showground,7809,2013,Greater Western Sydney,Win,1
3396,Adelaide,11,Home,50,2013-06-08,Saturday,4.0,Football Park,38374,2013,Sydney,Loss,10
3397,Sydney,11,Away,127,2013-06-08,Saturday,4.0,Football Park,38374,2013,Adelaide,Win,3
3398,Gold Coast,11,Home,66,2013-06-08,Saturday,8.0,Carrara,10891,2013,North Melbourne,Win,12
3399,North Melbourne,11,Away,51,2013-06-08,Saturday,8.0,Carrara,10891,2013,Gold Coast,Loss,13
3400,St Kilda,11,Home,80,2013-06-09,Sunday,5.0,Docklands,23795,2013,West Coast,Loss,16
3401,West Coast,11,Away,84,2013-06-09,Sunday,5.0,Docklands,23795,2013,St Kilda,Win,8
3402,Melbourne,11,Home,39,2013-06-10,Monday,3.0,MCG,50835,2013,Collingwood,Loss,17
3403,Collingwood,11,Away,122,2013-06-10,Monday,3.0,MCG,50835,2013,Melbourne,Win,6
3404,Carlton,12,Home,87,2013-06-14,Friday,8.0,Docklands,45670,2013,Hawthorn,Loss,8
3405,Hawthorn,12,Away,102,2013-06-14,Friday,8.0,Docklands,45670,2013,Carlton,Loss,1
3406,Richmond,12,Home,110,2013-06-15,Saturday,2.0,MCG,43615,2013,Adelaide,Win,7
3407,Adelaide,12,Away,72,2013-06-15,Saturday,2.0,MCG,43615,2013,Richmond,Loss,11
3408,Fremantle,12,Home,86,2013-06-15,Saturday,3.0,Subiaco,33384,2013,Brisbane Lions,Win,5
3409,Brisbane Lions,12,Away,46,2013-06-15,Saturday,3.0,Subiaco,33384,2013,Fremantle,Loss,15
3410,Essendon,12,Home,115,2013-06-15,Saturday,8.0,Docklands,31452,2013,Gold Coast,Win,3
3411,Gold Coast,12,Away,72,2013-06-15,Saturday,8.0,Docklands,31452,2013,Essendon,Win,12
3412,Greater Western Sydney,12,Home,50,2013-06-16,Sunday,1.0,Sydney Showground,6601,2013,Port Adelaide,Loss,18
3413,Port Adelaide,12,Away,125,2013-06-16,Sunday,1.0,Sydney Showground,6601,2013,Greater Western Sydney,Win,10
3414,Collingwood,12,Home,99,2013-06-16,Sunday,5.0,Docklands,32253,2013,Western Bulldogs,Win,6
3415,Western Bulldogs,12,Away,65,2013-06-16,Sunday,5.0,Docklands,32253,2013,Collingwood,Win,14
3416,Hawthorn,13,Home,123,2013-06-21,Friday,8.0,Docklands,32567,2013,West Coast,Win,1
3417,West Coast,13,Away,103,2013-06-21,Friday,8.0,Docklands,32567,2013,Hawthorn,Win,10
3418,Port Adelaide,13,Home,72,2013-06-22,Saturday,1.0,Football Park,16096,2013,Sydney,Win,8
3419,Sydney,13,Away,54,2013-06-22,Saturday,1.0,Football Park,16096,2013,Port Adelaide,Loss,5
3420,St Kilda,13,Home,104,2013-06-22,Saturday,5.0,MCG,28751,2013,Melbourne,Win,15
3421,Melbourne,13,Away,69,2013-06-22,Saturday,5.0,MCG,28751,2013,St Kilda,Win,17
3422,Western Bulldogs,13,Home,61,2013-06-22,Saturday,8.0,Docklands,29788,2013,Richmond,Loss,16
3423,Richmond,13,Away,121,2013-06-22,Saturday,8.0,Docklands,29788,2013,Western Bulldogs,Win,6
3424,Fremantle,13,Home,67,2013-06-23,Sunday,1.0,Subiaco,31637,2013,North Melbourne,Win,3
3425,North Melbourne,13,Away,29,2013-06-23,Sunday,1.0,Subiaco,31637,2013,Fremantle,Loss,13
3426,Brisbane Lions,13,Home,103,2013-06-23,Sunday,5.0,Gabba,24164,2013,Geelong,Win,14
3427,Geelong,13,Away,98,2013-06-23,Sunday,5.0,Gabba,24164,2013,Brisbane Lions,Win,2
3428,West Coast,14,Home,91,2013-06-27,Thursday,6.0,Subiaco,36451,2013,Essendon,Loss,10
3429,Essendon,14,Away,98,2013-06-27,Thursday,6.0,Subiaco,36451,2013,West Coast,Win,3
3430,Sydney,14,Home,65,2013-06-28,Friday,8.0,SCG,25349,2013,Carlton,Win,4
3431,Carlton,14,Away,43,2013-06-28,Friday,8.0,SCG,25349,2013,Sydney,Loss,9
3432,Gold Coast,14,Home,83,2013-06-29,Saturday,2.0,Carrara,13791,2013,Adelaide,Loss,13
3433,Adelaide,14,Away,111,2013-06-29,Saturday,2.0,Carrara,13791,2013,Gold Coast,Win,11
3434,Port Adelaide,14,Home,86,2013-06-29,Saturday,4.0,Football Park,31121,2013,Collingwood,Win,7
3435,Collingwood,14,Away,51,2013-06-29,Saturday,4.0,Football Park,31121,2013,Port Adelaide,Loss,8
3436,Melbourne,14,Home,103,2013-06-29,Saturday,8.0,MCG,21217,2013,Western Bulldogs,Win,17
3437,Western Bulldogs,14,Away,100,2013-06-29,Saturday,8.0,MCG,21217,2013,Melbourne,Win,16
3438,Geelong,14,Home,85,2013-06-29,Saturday,8.0,Kardinia Park,26743,2013,Fremantle,Win,2
3439,Fremantle,14,Away,44,2013-06-29,Saturday,8.0,Kardinia Park,26743,2013,Geelong,Loss,5
3440,Hawthorn,14,Home,143,2013-06-30,Sunday,1.0,York Park,15796,2013,Brisbane Lions,Win,1
3441,Brisbane Lions,14,Away,85,2013-06-30,Sunday,1.0,York Park,15796,2013,Hawthorn,Loss,14
3442,North Melbourne,14,Home,130,2013-06-30,Sunday,3.0,Docklands,15438,2013,Greater Western Sydney,Win,12
3443,Greater Western Sydney,14,Away,44,2013-06-30,Sunday,3.0,Docklands,15438,2013,North Melbourne,Loss,18
3444,Richmond,14,Home,119,2013-06-30,Sunday,5.0,MCG,52184,2013,St Kilda,Win,6
3445,St Kilda,14,Away,55,2013-06-30,Sunday,5.0,MCG,52184,2013,Richmond,Loss,15
3446,Carlton,15,Home,77,2013-07-05,Friday,8.0,MCG,78224,2013,Collingwood,Loss,11
3447,Collingwood,15,Away,118,2013-07-05,Friday,8.0,MCG,78224,2013,Carlton,Win,7
3448,Greater Western Sydney,15,Home,83,2013-07-06,Saturday,2.0,Manuka Oval,7132,2013,Western Bulldogs,Loss,18
3449,Western Bulldogs,15,Away,87,2013-07-06,Saturday,2.0,Manuka Oval,7132,2013,Greater Western Sydney,Loss,15
3450,North Melbourne,15,Home,128,2013-07-06,Saturday,2.0,Docklands,45966,2013,Richmond,Win,10
3451,Richmond,15,Away,66,2013-07-06,Saturday,2.0,Docklands,45966,2013,North Melbourne,Loss,6
3452,Brisbane Lions,15,Home,116,2013-07-06,Saturday,5.0,Gabba,27170,2013,Gold Coast,Win,14
3453,Gold Coast,15,Away,83,2013-07-06,Saturday,5.0,Gabba,27170,2013,Brisbane Lions,Win,13
3454,Adelaide,15,Home,69,2013-07-06,Saturday,7.0,Football Park,26426,2013,West Coast,Loss,12
3455,West Coast,15,Away,75,2013-07-06,Saturday,7.0,Football Park,26426,2013,Adelaide,Loss,9
3456,Geelong,15,Home,82,2013-07-06,Saturday,8.0,MCG,85197,2013,Hawthorn,Win,2
3457,Hawthorn,15,Away,72,2013-07-06,Saturday,8.0,MCG,85197,2013,Geelong,Loss,1
3458,Melbourne,15,Home,85,2013-07-07,Sunday,1.0,MCG,26216,2013,Sydney,Loss,17
3459,Sydney,15,Away,116,2013-07-07,Sunday,1.0,MCG,26216,2013,Melbourne,Win,4
3460,Fremantle,15,Home,100,2013-07-07,Sunday,1.0,Subiaco,34064,2013,St Kilda,Win,5
3461,St Kilda,15,Away,70,2013-07-07,Sunday,1.0,Subiaco,34064,2013,Fremantle,Loss,16
3462,Essendon,15,Home,118,2013-07-07,Sunday,5.0,Docklands,40817,2013,Port Adelaide,Win,3
3463,Port Adelaide,15,Away,88,2013-07-07,Sunday,5.0,Docklands,40817,2013,Essendon,Loss,8
3464,Collingwood,16,Home,111,2013-07-12,Friday,8.0,MCG,54790,2013,Adelaide,Win,7
3465,Adelaide,16,Away,84,2013-07-12,Friday,8.0,MCG,54790,2013,Collingwood,Win,12
3466,Port Adelaide,16,Home,79,2013-07-13,Saturday,1.0,Football Park,23748,2013,Hawthorn,Loss,8
3467,Hawthorn,16,Away,124,2013-07-13,Saturday,1.0,Football Park,23748,2013,Port Adelaide,Win,1
3468,Geelong,16,Home,98,2013-07-13,Saturday,2.0,Kardinia Park,23172,2013,Melbourne,Win,2
3469,Melbourne,16,Away,30,2013-07-13,Saturday,2.0,Kardinia Park,23172,2013,Geelong,Loss,17
3470,Richmond,16,Home,53,2013-07-13,Saturday,5.0,Cazaly's Stadium,11197,2013,Gold Coast,Win,6
3471,Gold Coast,16,Away,44,2013-07-13,Saturday,5.0,Cazaly's Stadium,11197,2013,Richmond,Loss,14
3472,Carlton,16,Home,110,2013-07-13,Saturday,8.0,Docklands,30949,2013,St Kilda,Win,9
3473,St Kilda,16,Away,74,2013-07-13,Saturday,8.0,Docklands,30949,2013,Carlton,Loss,16
3474,Brisbane Lions,16,Home,117,2013-07-13,Saturday,8.0,Gabba,18131,2013,North Melbourne,Win,13
3475,North Melbourne,16,Away,105,2013-07-13,Saturday,8.0,Gabba,18131,2013,Brisbane Lions,Loss,11
3476,Sydney,16,Home,171,2013-07-14,Sunday,1.0,SCG,21757,2013,Greater Western Sydney,Win,4
3477,Greater Western Sydney,16,Away,42,2013-07-14,Sunday,1.0,SCG,21757,2013,Sydney,Loss,18
3478,Western Bulldogs,16,Home,90,2013-07-14,Sunday,3.0,Docklands,32500,2013,Essendon,Loss,15
3479,Essendon,16,Away,121,2013-07-14,Sunday,3.0,Docklands,32500,2013,Western Bulldogs,Win,3
3480,West Coast,16,Home,93,2013-07-14,Sunday,3.0,Subiaco,39839,2013,Fremantle,Loss,10
3481,Fremantle,16,Away,121,2013-07-14,Sunday,3.0,Subiaco,39839,2013,West Coast,Win,5
3482,North Melbourne,17,Home,108,2013-07-19,Friday,8.0,Docklands,37443,2013,Carlton,Loss,13
3483,Carlton,17,Away,109,2013-07-19,Friday,8.0,Docklands,37443,2013,North Melbourne,Win,9
3484,Hawthorn,17,Home,95,2013-07-20,Saturday,2.0,York Park,14022,2013,Western Bulldogs,Win,1
3485,Western Bulldogs,17,Away,76,2013-07-20,Saturday,2.0,York Park,14022,2013,Hawthorn,Loss,15
3486,Greater Western Sydney,17,Home,77,2013-07-20,Saturday,2.0,Sydney Showground,10783,2013,Essendon,Loss,18
3487,Essendon,17,Away,116,2013-07-20,Saturday,2.0,Sydney Showground,10783,2013,Greater Western Sydney,Win,2
3488,Gold Coast,17,Home,85,2013-07-20,Saturday,5.0,Carrara,19721,2013,Collingwood,Win,14
3489,Collingwood,17,Away,78,2013-07-20,Saturday,5.0,Carrara,19721,2013,Gold Coast,Win,7
3490,Melbourne,17,Home,75,2013-07-20,Saturday,7.0,Marrara Oval,7615,2013,Brisbane Lions,Loss,17
3491,Brisbane Lions,17,Away,94,2013-07-20,Saturday,7.0,Marrara Oval,7615,2013,Melbourne,Win,12
3492,St Kilda,17,Home,92,2013-07-20,Saturday,8.0,Docklands,14878,2013,Port Adelaide,Loss,16
3493,Port Adelaide,17,Away,97,2013-07-20,Saturday,8.0,Docklands,14878,2013,St Kilda,Win,8
3494,Richmond,17,Home,84,2013-07-21,Sunday,1.0,MCG,40125,2013,Fremantle,Win,6
3495,Fremantle,17,Away,57,2013-07-21,Sunday,1.0,MCG,40125,2013,Richmond,Loss,5
3496,Adelaide,17,Home,94,2013-07-21,Sunday,3.0,Football Park,28603,2013,Geelong,Win,11
3497,Geelong,17,Away,92,2013-07-21,Sunday,3.0,Football Park,28603,2013,Adelaide,Win,3
3498,West Coast,17,Home,79,2013-07-21,Sunday,3.0,Subiaco,35166,2013,Sydney,Loss,10
3499,Sydney,17,Away,113,2013-07-21,Sunday,3.0,Subiaco,35166,2013,West Coast,Win,4
3500,Essendon,18,Home,87,2013-07-26,Friday,8.0,Docklands,49505,2013,Hawthorn,Loss,4
3501,Hawthorn,18,Away,143,2013-07-26,Friday,8.0,Docklands,49505,2013,Essendon,Win,1
3502,Gold Coast,18,Home,77,2013-07-27,Saturday,2.0,Carrara,19460,2013,Carlton,Loss,14
3503,Carlton,18,Away,120,2013-07-27,Saturday,2.0,Carrara,19460,2013,Gold Coast,Win,9
3504,Melbourne,18,Home,28,2013-07-27,Saturday,2.0,Docklands,16962,2013,North Melbourne,Loss,17
3505,North Melbourne,18,Away,150,2013-07-27,Saturday,2.0,Docklands,16962,2013,Melbourne,Win,10
3506,Collingwood,18,Home,106,2013-07-27,Saturday,5.0,MCG,32691,2013,Greater Western Sydney,Win,7
3507,Greater Western Sydney,18,Away,66,2013-07-27,Saturday,5.0,MCG,32691,2013,Collingwood,Loss,18
3508,Fremantle,18,Home,75,2013-07-27,Saturday,6.0,Subiaco,28765,2013,Adelaide,Win,5
3509,Adelaide,18,Away,53,2013-07-27,Saturday,6.0,Subiaco,28765,2013,Fremantle,Loss,12
3510,Geelong,18,Home,137,2013-07-27,Saturday,8.0,Kardinia Park,26833,2013,St Kilda,Win,2
3511,St Kilda,18,Away,36,2013-07-27,Saturday,8.0,Kardinia Park,26833,2013,Geelong,Loss,16
3512,Port Adelaide,18,Home,71,2013-07-28,Sunday,1.0,Football Park,22631,2013,Brisbane Lions,Win,8
3513,Brisbane Lions,18,Away,62,2013-07-28,Sunday,1.0,Football Park,22631,2013,Port Adelaide,Loss,13
3514,Western Bulldogs,18,Home,111,2013-07-28,Sunday,3.0,Docklands,17019,2013,West Coast,Win,15
3515,West Coast,18,Away,89,2013-07-28,Sunday,3.0,Docklands,17019,2013,Western Bulldogs,Loss,11
3516,Sydney,18,Home,110,2013-07-28,Sunday,5.0,SCG,29738,2013,Richmond,Win,3
3517,Richmond,18,Away,63,2013-07-28,Sunday,5.0,SCG,29738,2013,Sydney,Loss,6
3518,North Melbourne,19,Home,96,2013-08-02,Friday,8.0,Docklands,33584,2013,Geelong,Win,10
3519,Geelong,19,Away,86,2013-08-02,Friday,8.0,Docklands,33584,2013,North Melbourne,Loss,3
3520,Greater Western Sydney,19,Home,124,2013-08-03,Saturday,2.0,Sydney Showground,8308,2013,Melbourne,Win,18
3521,Melbourne,19,Away,87,2013-08-03,Saturday,2.0,Sydney Showground,8308,2013,Greater Western Sydney,Win,17
3522,Hawthorn,19,Home,66,2013-08-03,Saturday,2.0,MCG,64324,2013,Richmond,Loss,1
3523,Richmond,19,Away,107,2013-08-03,Saturday,2.0,MCG,64324,2013,Hawthorn,Loss,7
